,Project ID,Project Name,Project Type,Project Subtype,Country Name,Country Code (ISO3),Region,Decision to Build or FBC (YYYY),Completion/Opening (YYYY),Completion/Opening (DD/MM/YYYY),"Actual Cost, millions (local currency)","Currency, Year (Actual Cost)",Mainline Length (km),Number of Stations (Rail only)
567,14102,"Alvesta resecentrum, Örsjö mötes-station, Åryd mötesstation och Växjö bangårdsombyggnad",Rail,,Sweden,SWE,Europe,,,1/1/2013,410.0,"SEK, 2013",,
568,14115,Sundsvall–Nyland (Ådalsbanan),Rail,,Sweden,SWE,Europe,,,1/1/2012,8636.0,"SEK, 2012",,
569,14116,"Malmbanan, övr uppgraderings-åtgärder",Rail,,Sweden,SWE,Europe,,,1/1/2012,296.0,"SEK, 2012",,
570,14117,"Västerhaninge– Nynäshamn, ökad kapacitet",Rail,,Sweden,SWE,Europe,,,1/1/2012,966.0,"SEK, 2012",,
571,14118,"Nynäsbanan, Nynäsgård mötes-station",Rail,,Sweden,SWE,Europe,,,1/1/2012,134.0,"SEK, 2012",,
572,14119,Kraftsamling Öresund,Rail,,Sweden,SWE,Europe,,,1/1/2012,549.0,"SEK, 2012",,
573,14120,Nykroppa– Kristinehamn,Rail,,Sweden,SWE,Europe,,,1/1/2012,240.0,"SEK, 2012",,
574,14121,"Motala–Mjölby, dubbelspår",Rail,,Sweden,SWE,Europe,,,1/1/2012,2921.0,"SEK, 2012",,
575,14122,Mötesspår Blekinge kustbana,Rail,,Sweden,SWE,Europe,,,1/1/2012,61.0,"SEK, 2012",,
576,14123,Trollhättan Göteborg (Olskroken),Rail,,Sweden,SWE,Europe,,,1/1/2012,8694.0,"SEK, 2012",,
577,14131,Uppsala bangårdsombyggnad inkl. resecentrum,Rail,,Sweden,SWE,Europe,,,1/1/2011,1912.0,"SEK, 2011",,
578,14132,Hamnbanan kapacitetsåtgärder (Göteborg),Rail,,Sweden,SWE,Europe,,,1/1/2011,79.0,"SEK, 2011",,
579,14133,"Malmbanan, ökad kapacitet enl. 2004 - 2015 års plan",Rail,,Sweden,SWE,Europe,,,1/1/2011,195.0,"SEK, 2011",,
580,14134,"Delar av malmbanan, ökad kapaci-tet, enl. 2010 - 2021 års plan",Rail,,Sweden,SWE,Europe,,,1/1/2011,129.0,"SEK, 2011",,
581,14135,"Malmö Bangård, anpassning av personbangård",Rail,,Sweden,SWE,Europe,,,1/1/2011,1004.0,"SEK, 2011",,
582,14136,"Sunderby sjukhus, ny sidoplatt-form",Rail,,Sweden,SWE,Europe,,,1/1/2011,45.0,"SEK, 2011",,
583,14147,"Bohusbanan,  fjärrstyrt  trafikstyrningssystem",Rail,,Sweden,SWE,Europe,,,1/1/2010,303.0,"SEK, 2010",,
584,14148,"Åstorp–Teckomatorp,  hastighetsanpassning (160 km/tim), mötesstation,  fjärrblockering",Rail,,Sweden,SWE,Europe,,,1/1/2010,144.0,"SEK, 2010",,
585,14149,Botniabanan,Rail,,Sweden,SWE,Europe,1992.0,2012,8/1/2012,19111.0,"SEK, 2010",,
586,14154,"Godsstråket genom bergslagen delen Örebro lillån, planskild korsning",Rail,,Sweden,SWE,Europe,,,1/1/2009,48.0,"SEK, 2009",,
587,14155,"”Göteborg närställ-verksområde delen  Olskroken–Gubbero,  godstågsviadukten”",Rail,,Sweden,SWE,Europe,,,1/1/2009,357.0,"SEK, 2009",,
588,14159,Bollnäs resecentrum (stråk: Norra stambanan),Rail,,Sweden,SWE,Europe,,,1/1/2008,34.0,"SEK, 2008",,
589,14169,"Norra stambanan Gävle–Östersund, snabbtågs-anpassning",Rail,,Sweden,SWE,Europe,,,1/1/2007,395.0,"SEK, 2007",,
590,14170,"Bergslagsbanan klenshyttan,  bangårdsanpassning",Rail,,Sweden,SWE,Europe,,,1/1/2007,47.0,"SEK, 2007",,
591,14171,"Ostkustbanan mehedeby, Älvkarleö och marma resecentrum inkl. statsbidrag",Rail,,Sweden,SWE,Europe,,,1/1/2007,27.0,"SEK, 2007",,
592,14172,"mälarbanan kolbäck, bangårdsombyggnad",Rail,,Sweden,SWE,Europe,,,1/1/2007,331.0,"SEK, 2007",,
593,14173,"stockholm C,  provisorisk kapacitetsåtgärd",Rail,,Sweden,SWE,Europe,,,1/1/2007,488.0,"SEK, 2007",,
594,14174,"Norge/vänernbanan marieholm–Olskroken, triangelspår",Rail,,Sweden,SWE,Europe,,,1/1/2007,328.0,"SEK, 2007",,
595,14182,"Stockholm, plattformsanpassning (SL-området)",Rail,,Sweden,SWE,Europe,,,1/1/2006,136.0,"SEK, 2006",,
596,14187,South East Sydney Light Rail,Rail,Tram,Australia,AUS,Oceania,,,4/3/2020,3147.0,"USD, 2020",12,19
597,14188,"Modernisation of E59 railway line on the Wroclaw-Poznan section, stage II, Section: Wroclaw - border of Lower Silesia province",Rail,Conventional,Poland,POL,Europe,,,12/31/2018,,,,
598,14189,New Lyon-Turin Rail Link - Franco-Italian Common Part of the International Section (Studies and Works),Rail,Highspeed,France,FRA,Europe,,2032,12/31/2015,,,,
599,14192,High speed railway line Paris-Madrid: Section Victoria-Dax,Rail,Highspeed,France,FRA,Europe,,2024,12/31/2015,,,,
600,14202,"Charlotte, LYNX Blue Line Extension - Northeast Corridor",Rail,Metro,United States of America,USA,North America,2002.0,,1/1/2018,1159.0,"USD, 2018",,
601,14206,Dulles Corridor Metrorail Project - Extension to Wiehle Avenue (Phase 1),Rail,Metro,United States of America,USA,North America,2003.0,2014,1/1/2014,2900.0,"USD, 2014",,
602,14207,Los Angeles Metro Gold Line Eastside Extension Project,Rail,Light rail,United States of America,USA,North America,1995.0,2009,11/1/2009,899.1,"USD, 2009",9.656064,
603,14212,"Phoenix, Central Phoenix/East Valley LRT Corridor",Rail,Light Rail Transit,United States of America,USA,North America,1998.0,2008,1/1/2008,1405.0,"USD, 2008",,
604,14217,Sacramento South LRT (Phase 2),Rail,Light rail,United States of America,USA,North America,2005.0,,1/1/2015,260.0,"USD, 2015",6.9,4
605,14219,Seattle/University Link LRT Extension,Rail,Light rail,United States of America,USA,North America,2005.0,,3/1/2016,1674.8,"USD, 2016",5.07,
606,14222,San Francisco Central Subway,Rail,Heavy rail,United States of America,USA,North America,2010.0,2022,2/1/2022,1561.0,"USD, 2016",,3
607,14223,Washington DC Silver Line Phase 2,Rail,Heavy rail,United States of America,USA,North America,2014.0,2022,9/1/2022,2778.0,"USD, 2018",,6
608,14227,Cleveland Euclid Corridor Transportation Project,Rail,Bus Rapid Transit,United States of America,USA,North America,1997.0,2008,1/1/2008,197.0,"USD, 2008",7.1,
609,14228,Portland South Corridor I-205/Portland Mall LRT,Rail,Light Rail Transit,United States of America,USA,North America,,2009,1/1/2009,576.0,"USD, 2009",13.5,20
610,14229,Flagstaff Mountain Links BRT,Rail,Bus Rapid Transit,United States of America,USA,North America,,2011,8/1/2011,8.0,"USD, 2011",10.9435392,
611,14232,Houston North Corridor LRT,Rail,Light Rail Transit,United States of America,USA,North America,,2013,1/1/2013,601.0,"USD, 2013",,
612,14233,Fort Collins Mason Corridor BRT,Rail,Bus Rapid Transit,United States of America,USA,North America,2004.0,2014,5/1/2014,83.0,"USD, 2014",8.5,
613,14234,Austin MetroRapid BRT,Rail,Bus Rapid Transit,United States of America,USA,North America,2004.0,2014,9/1/2014,39.0,"USD, 2014",61.56,77
614,14235,Hartford New Britain - Hartford Busway,Rail,Bus Rapid Transit,United States of America,USA,North America,2000.0,2015,3/1/2015,546.0,"USD, 2015",15.13,11
615,14236,Portland Streetcar Loop expansion (Central Loop Line),Rail,Streetcar,United States of America,USA,North America,,2012,9/1/2012,148.8,"USD, 2012",5.3,28
616,14237,Ballarat Line Upgrade Stage 1,Rail,Service upgrade,Australia,AUS,Oceania,,2019,12/1/2019,631.12,"AUD, 2019",18,1
617,14238,Bayside Rail Improvement Project (Frankston – Werribee Line),Rail,Conventional,Australia,AUS,Oceania,,,,115.0,"AUD, 2015",42.7,
618,14247,Mernda rail extension project (Mernda),Rail,Conventional,Australia,AUS,Oceania,,2018,8/1/2018,575.0,"AUD, 2018",8,3
619,14249,More E Class Trams and Infrastructure,Rail,Rolling stock,Australia,AUS,Oceania,,2021,12/19/2021,215.462,"AUD, 2021",,
620,14250,More Regional Trains  New VLocity trains,Rail,Rolling stock,Australia,AUS,Oceania,,,,259.42,"AUD, 2021",,
621,14251,New Trams metropolitan various Stage 2 EClass Trams 6051 to 6070,Rail,Rolling stock,Australia,AUS,Oceania,,,,280.0,AUD,,
622,14252,New VLocity Carriages for the Regional Network,Rail,Rolling stock,Australia,AUS,Oceania,,,,250.6,"AUD, 2021",,
623,14253,Nine Additional XTrapolis Trains,Rail,Rolling stock,Australia,AUS,Oceania,,,,174.64,"AUD, 2018",,
624,14255,Tram Procurement & Supporting Infrastructure,Rail,Rolling stock,Australia,AUS,Oceania,,,,804.21,"AUD, 2021",,
625,14258,Wyndham Vale Stabling Yard,Rail,Train stabling facility,Australia,AUS,Oceania,,,,164.257,"AUD, 2020",3.5,1 (see comment)
626,14262,Washington Red & Blue,Rail,Heavy rail,United States of America,USA,North America,,1986,,7968.0,,97.36507,
627,14268,Portland Eastside,Rail,Light Rail Transit,United States of America,USA,North America,,1988,,266.0,,24.301034,
628,14269,Sacramento Initial,Rail,Light Rail Transit,United States of America,USA,North America,,1988,,188.0,,29.450922,
629,14273,Seattle DT Tunnel,Rail,Trolleybus,United States of America,USA,North America,,1990,,469.0,,2.092142,
630,14275,Houston Southwest,Rail,Bus Rapid Transit,United States of America,USA,North America,,1993,,98.0,,15.610598,
631,14278,Denver North l-25,Rail,Bus Rapid Transit,United States of America,USA,North America,,1994,,228.0,,8.529502,
632,14281,San Francisco Colma,Rail,Heavy rail,United States of America,USA,North America,,1996,,180.0,,1.448406,
633,14288,Pittsburgh Airport,Rail,Bus Rapid Transit,United States of America,USA,North America,,2000,,322.0,,9.816974,
634,14298,Boston Piers,Rail,Bus Rapid Transit,United States of America,USA,North America,,2004,,600.0,,1.60934,
635,14307,Chicago UP West,Rail,Commuter Rail,United States of America,USA,North America,,2006,,106.0,,13.67939,
636,14309,Chicago Southwest Expansion,Rail,Commuter Rail,United States of America,USA,North America,,2006,,185.0,,17.70274,
637,14313,New Jersey Hudson-Bergen,Rail,Light Rail Transit,United States of America,USA,North America,,2006,,1756.0,"USD, 2006",24.783836,24
638,14319,Portland WES,Rail,YR,United States of America,USA,North America,,2008,,162.0,,23.657298,
639,14320,San Diego Sprinter,Rail,YR,United States of America,USA,North America,,2008,,478.0,,35.40548,
640,14334,Orlando Central Florida,Rail,Commuter Rail,United States of America,USA,North America,,2014,,357.0,,51.49888,
641,14337,"Stockholm, The City Line (expansion of the Third Track, 1998)",Rail,,Sweden,SWE,Europe,1991.0,2017,1/1/2017,20100.0,"SEK, 2017",,
642,15892,Railway tunnel through Hallandsåsen in southern Sweden,Rail,,Sweden,SWE,Europe,1975.0,,1/1/2015,,,8.7,
643,15894,Edinburgh light rail,Rail,Light rail transit,United Kingdom,GBR,Europe,,,5/1/2014,776.0,GBP 2014,14.2,15
644,15896,"Rail Baltic/Rail Baltica (RB) corridor through Estonia, Latvia and Lithuania",Rail,,,,,,,12/31/2022,,,,
645,15897,"Rail Baltic/Rail Baltica (RB) corridor through Estonia, Latvia and Lithuania (Part II)",Rail,,,,,,,12/31/2023,,,,
646,15898,"Rail Baltic / Rail Baltica - railway line development in Estonia, Latvia and Lithuania (Part III)",Rail,,,,,,,12/31/2023,,,,
647,15902,Construction of rail connection between the ports of Szczecin and Świnoujście,Rail,Conventional,Poland,POL,Europe,,,6/30/2022,,,96,
648,15903,Cross-border section of new international Lyon-Turin rail connection – Mont-Cenis Base Tunnel,Rail,Conventional,,,,,,12/31/2021,,,,
649,15907,Atlantic Corridor: Section Bergara-San Sebastian-Bayonne. Studies and works and services for follow-up works. Phase 1,Rail,Conventional,,,,,,12/31/2023,,,,
650,15956,TGV Paris Southeast Line,Rail,Highspeed,France,FRA,Europe,1976.0,1983,9/1/1983,1660.169798,"EUR, 1995",,
651,15957,TGV Atlantic Line,Rail,Highspeed,France,FRA,Europe,1984.0,1980,9/1/1980,1859.87801,"EUR, 1995",275,
652,15958,TGV North Line,Rail,Highspeed,France,FRA,Europe,1987.0,1993,9/26/1993,2423.939374,"EUR, 1995",333,
653,15960,Grödingebanen,Rail,Conventional,Sweden,SWE,Europe,,1994,12/1/1994,2739.0,"SEK, 1994",,
654,16584,Metro parisien L13 (prolongation vers Asnieres) (2008),Rail,Metro,France,FRA,Europe,,2008,1/1/2008,178.0,"EUR, 2009",,
655,16585,Tramway T3 Grenoble (connu maintenant sous la de nomination lignes C et D St Martin D’Heres- Universites) (2006-2007) – Pas d’avis du CGEDD,Rail,Light rail,France,FRA,Europe,,2007,1/1/2007,365.0,"EUR, 2006",13.5,
656,16586,"Reouverture Grande Ceinture Ouest entre St-Germain en Laye et Noisy le Roy (2014, mis en service en 2004)",Rail,rapid transit,France,FRA,Europe,1990.0,2004,12/12/2004,166.0,"EUR, 2011",,
657,16587,Remise en service de la liaison Ermont-Eaubonne- Paris Saint-Lazare (2006),Rail,passenger and freight,France,FRA,Europe,2000.0,2006,1/1/2006,340.0,"EUR, 2011",,
658,16588,"LGV Est-europeenne phase 1 (Paris/Vaires – Baudre court) (2007, DUP 1996)",Rail,Highspeed,France,FRA,Europe,1996.0,2007,6/10/2007,4316.0,"EUR, 2009",344,
659,16589,"Extension de l’aeroport de Paris-CDG (2001-2003, DUP en 1995)",Rail,Metro,France,FRA,Europe,1995.0,2003,1/1/2003,35.97796807,"EUR, 1996",,
660,16791,Hovedstadsområdet: Ringbanen,Rail,Metro,Denmark,DNK,Europe,,2007,,1439.170601,"DKK, 2007",,
661,16792,Storebælt: Storebæltsforbindelsen,Rail,Conventional,Denmark,DNK,Europe,,1997,,29896.18981,"DKK, 1988",7.4,
662,16793,Øresund: Øresundbron,Rail,Conventional,Denmark,DNK,Europe,,2000,,31844.9044,"DKK, 2000",,
663,16794,Østjylland: Århus Nærbane (1979),Rail,Metro,Denmark,DNK,Europe,,1979,,,,,
664,16795,Frederikssund: Fredeikssundbanen,Rail,Metro,Denmark,DNK,Europe,,2002,,1035.621711,"DKK, 2002",,
665,16796,Københavns Metro: Metro1,Rail,Metro,Denmark,DNK,Europe,,2002,,9368.455987,"DKK, 2004",,
666,16797,Københavns Metro: Metro2,Rail,Metro,Denmark,DNK,Europe,,2003,,1934.789823,"DKK, 2004",,
667,16798,Nordjylland: Aalborg Nærbane,Rail,Metro,Denmark,DNK,Europe,,2003,,226.8832745,"DKK, 2006",,
668,16799,Fyn: Svendborg,Rail,Conventional,Denmark,DNK,Europe,,2003,,223.0377952,"DKK, 2007",,
669,16801,Oslo: T-Bane Ringen,Rail,Metro,Norway,NOR,Europe,,2006,,,,,
670,16803,Vestfoldbanen: Drammen - Skien,Rail,Conventional,Norway,NOR,Europe,,2003,,1429.097035,"NOK, 2002",138,13
671,16804,Gardermobanen: Flytoget,Rail,Highspeed,Norway,NOR,Europe,,1999,,9472.167847,"NOK, 1998",,
672,16805,Bergensbanen: Finsetunnelen,Rail,Conventional,Norway,NOR,Europe,,1999,,9638.363904,"NOK, 2000",10300,
673,16806,Västkustbanan: Trönninge - Båsted,Rail,Conventional,Sweden,SWE,Europe,,1995,,963.4064223,"SEK, 1993",,
674,16807,Ostkustbanan: Vattholma - Skyttorp,Rail,Conventional,Sweden,SWE,Europe,,1995,,199.9225746,"SEK, 1993",,
675,16808,Ostkustbanan: Gävle - Hilleby,Rail,Conventional,Sweden,SWE,Europe,,1995,,47.22580502,"SEK, 1993",,
676,16809,Norra stambanan: Erikstadssvängen,Rail,Conventional,Sweden,SWE,Europe,,1995,,121.2128995,"SEK, 1993",,
677,16810,Norge/Vänernbanan: Etapp 1,Rail,Conventional,Sweden,SWE,Europe,,1995,,279.0657898,"SEK, 1992",,
678,16811,Malmö: Citytunneln,Rail,Conventional,Sweden,SWE,Europe,,2010,12/1/2010,8690.0,"SEK, 2010",17,
679,16812,Skåne: Ystad - Simrishamn,Rail,Conventional,Sweden,SWE,Europe,,2003,9/1/2003,,,,
680,16813,Skåne: Malmö - Ystad,Rail,Conventional,Sweden,SWE,Europe,,1997,,626.5290132,"SEK, 1993",,
681,16814,Arlanda: Arlanda Express,Rail,Conventional,Sweden,SWE,Europe,,2000,,7838.58195,"SEK, 2000",,
682,16815,Mälarbanan: Mälarbanan,Rail,Conventional,Sweden,SWE,Europe,,2001,,6.551919194,"SEK, 2001",,
683,16816,Olskroken: Bangårdsombygnnad,Rail,Conventional,Sweden,SWE,Europe,,2002,,129.2101003,"SEK, 1999",,
684,16817,Sheffield: Supertram,Rail,Light rail,United Kingdom,GBR,Europe,1990.0,1995,10/23/1995,252.181484,"GBP, 2004",29,48
685,16819,Croydon: Tramlink,Rail,Light Rail,United Kingdom,GBR,Europe,1994.0,2000,5/10/2000,209.2792398,"GBP, 2004",28,38
686,18052,Coleraine to Derry Track Relay,Rail,Conventional,United Kingdom,GBR,Europe,,2017,10/31/2017,45.849958,GBP,53,
687,18306,"Perris Valley Commuter Rail Extension; Riverside County, CA",Rail,Commuter rail,United States of America,USA,North America,2007.0,2016,6/1/2016,248.3,"USD, 2016",38.6,4
688,18311,La première ligne de tramway de Reims,Rail,Light rail,France,FRA,Europe,2005.0,2011,4/14/2011,,,11.2,23
689,18312,Hong Kong: LOHAS Park Spur Line,Rail,Metro,"China, Hong Kong Special Administrative Region",HKG,Asia,,2009,,,,1.8,
690,18314,Cairo: Line 3 Phase 4,Rail,Metro,Egypt,EGY,Africa,2023.0,2022,,,,12.1,8
691,18315,Perth: Forrestfield-Airport Link,Rail,Airport rail link,Australia,AUS,Oceania,2016.0,2021,,1860.0,"AUD, 2018",8.5,3
692,18316,Bahrain: Phase 1 (Red & Blue),Rail,Metro,Bahrain,BHR,Asia,2018.0,2023,,453.0,"BHD, 2021",28.6,20
693,18317,Dhaka: Line 6,Rail,Metro,Bangladesh,BGD,Asia,2014.0,2025,,,,20,16
694,18318,Sofia: Line 1 northern,Rail,Metro,Bulgaria,BGR,Europe,2009.0,2012,,,,5.1,4
695,18319,Salvador: Lines 1-2,Rail,Metro,Brazil,BRA,South America,2000.0,2017,7/11/2011,4800.0,"BRL, 2012",33,20
696,18320,Rio de Janeiro: Line 4,Rail,Metro,Brazil,BRA,South America,2010.0,2016,7/30/2016,10300.0,"BRL, 2013",16,7
697,18321,Sao Paulo: Line 5 extension,Rail,Metro,Brazil,BRA,South America,2010.0,2018,9/8/2018,3781.0,USD 2014,12,11
698,18322,Sao Paulo: Line 6 phase 1,Rail,Metro,Brazil,BRA,South America,2015.0,2023,,9600.0,"BRL, 2020",15.9,15
699,18324,Toronto: Vaughan,Rail,Metro,Canada,CAN,North America,2009.0,2017,,3200.0,"CAD, 2013",8.6,6
700,18325,Toronto: Eglinton Crosstown,Rail,Light rail,Canada,CAN,North America,2011.0,2022,,5300.0,"CAD, 2016",19,25
701,18326,Lucerne: Zentralbahn - extension to 2 tracks and put underground,Rail,Conventional,Switzerland,CHE,Europe,2008.0,2013,,220.2,"CHF, 2010",1.5,1
702,18327,Zurich: Durchmesserlinie,Rail,Metro,Switzerland,CHE,Europe,2007.0,2014,,2030.0,"CHF, 2010",9.6,1
703,18328,Geneva: CEVA,Rail,Metro,Switzerland,CHE,Europe,2013.0,2019,,1567.0,"CHF, 2016",8.8,4
704,18329,Shenzhen: Line 3,Rail,Metro,China,CHN,Asia,2007.0,2010,12/28/2010,,,41.5,30
705,18330,Shenzhen: Line 1 Phase 2,Rail,Metro,China,CHN,Asia,2007.0,2011,6/15/2011,,,23.5,15
706,18331,Shenzhen: Line 2 (Phase 1 and 2),Rail,Metro,China,CHN,Asia,,2011,6/28/2011,17787.0,"CNY, 2011",35.8,29
707,18332,Shenzhen: Line 4 Phase 2,Rail,Metro,China,CHN,Asia,,2011,,,,15.94,10
708,18333,Shenzhen: Line 5 Phase 1,Rail,Metro,China,CHN,Asia,2007.0,2011,6/22/2011,20450.0,"CNY, 2011",42.4,34
709,18334,Shenzhen: Line 9,Rail,Metro,China,CHN,Asia,2012.0,2016,,,,25.33,22
710,18335,Beijing: Line 8 Phase 2 North,Rail,Metro,China,CHN,Asia,,2011,,,,10.7,6
711,18336,Beijing: Line 8 Phase 2 South,Rail,Metro,China,CHN,Asia,,2013,,,,4.447,6
712,18337,Shenzhen: Line 11 Phase 1,Rail,Metro,China,CHN,Asia,2011.0,2016,6/28/2016,,,53.1,19
713,18338,Shenzhen: Line 7,Rail,Metro,China,CHN,Asia,2012.0,2016,10/28/2016,,,30.2,27
714,18339,Shenzhen: Line 8 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2020,,,,12.341,6
715,18340,Shenzhen: Line 8 Phase 2,Rail,Metro,China,CHN,Asia,2017.0,,,,,8,4
716,18341,Beijing: Line 1 Phase 1,Rail,Metro,China,CHN,Asia,1965.0,1969,,,,23.6,17
717,18342,Shanghai: Line 1 (Shanghai Railway Station to Jinjiang Park),Rail,Metro,China,CHN,Asia,1990.0,1995,,,,16.1,13
718,18343,Shanghai: Line 2 Phase 1,Rail,Metro,China,CHN,Asia,1995.0,1999,,,,16.3,12
719,18344,Shanghai: Line 3,Rail,Metro,China,CHN,Asia,1997.0,2000,,,,24.975,29
720,18345,Shanghai: Line 2 Eastern Extension 1,Rail,Metro,China,CHN,Asia,1999.0,2000,,,,2.72,1
721,18346,Beijing: Line 13,Rail,Metro,China,CHN,Asia,1999.0,2003,9/28/2002,,,40.85,17
722,18347,Wuhan: Line 1 Phase 1,Rail,Light rail,China,CHN,Asia,2000.0,2003,,,,10.234,10
723,18348,Nanjing: Line 1 Phase 1,Rail,Metro,China,CHN,Asia,2000.0,2005,,,,28.42,16
724,18349,Shanghai: Line 5 Phase 1,Rail,Metro,China,CHN,Asia,2000.0,2002,,,,17.206,11
725,18350,Shanghai: Line 8 Phase 1,Rail,Metro,China,CHN,Asia,2001.0,2007,,,,23.2,22
726,18351,Shanghai: Line 6,Rail,Metro,China,CHN,Asia,2002.0,2011,,,,33.09,28
727,18352,Shanghai: Line 2 Western Extension 1,Rail,Metro,China,CHN,Asia,2001.0,2006,,,,6.155,4
728,18353,Beijing: Line 5,Rail,Metro,China,CHN,Asia,2002.0,2007,,,,27.6,23
729,18354,Shanghai: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2000.0,2005,12/31/2005,12600.0,"CNY, 2005",22.032,9
730,18355,Beijing: Line 10 North and East,Rail,Metro,China,CHN,Asia,2003.0,2008,,,,24.64,22
731,18356,Beijing: Capital Airport Express ,Rail,Metro,China,CHN,Asia,2005.0,2008,,,,28.1,4
732,18357,Beijing: Line 8 Phase 1 for Olympics,Rail,Metro,China,CHN,Asia,2005.0,2008,,,,4.528,4
733,18358,Beijing: Line 4,Rail,Metro,China,CHN,Asia,2004.0,2009,9/28/2009,,,28.2,24
734,18359,Wuhan: Line 1 Phase 2,Rail,Metro,China,CHN,Asia,2005.0,2010,,,,18.25,16
735,18360,Shanghai: Line 3 Northern Extension,Rail,Metro,China,CHN,Asia,,2006,,3500.0,"CNY, 2006",15.365,10
736,18361,Shanghai: Line 7 Phase 1,Rail,Metro,China,CHN,Asia,2005.0,2009,,,,34.4,27
737,18362,Shanghai: Line 9 Phase 2,Rail,Metro,China,CHN,Asia,2005.0,2009,,8940.0,"CNY, 2009",14.5,10
738,18363,Shanghai: Line 10 Phase 1,Rail,Metro,China,CHN,Asia,2005.0,2010,,,,36.221,31
739,18364,Beijing: Daxing Line,Rail,Metro,China,CHN,Asia,2007.0,2010,,,,21.8,11
740,18365,Hangzhou: Line 1 Phase 1,Rail,Metro,China,CHN,Asia,2007.0,2012,11/24/2012,,,48,31
741,18366,Beijing: Line 10 South and West,Rail,Metro,China,CHN,Asia,2007.0,2012,,,,32.46,24
742,18367,Shanghai: Line 9 Phase 1,Rail,Metro,China,CHN,Asia,,2008,12/28/2008,19000.0,"CNY, 2008",30.687,13
743,18368,Shanghai: Line 11 Phase 1,Rail,Metro,China,CHN,Asia,2007.0,2009,12/31/2009,18950.0,"CNY, 2009",45.8,20
744,18369,Shanghai: Line 2 Eastern Extension 2,Rail,Metro,China,CHN,Asia,2006.0,2010,,,,30.8,10
745,18370,Wuhan: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2009.0,,,,,15.4,15
746,18371,Shanghai: Line 8 Phase 2,Rail,Metro,China,CHN,Asia,,2009,,,,14.44,8
747,18372,Wuhan: Line 2 Phase 1,Rail,Metro,China,CHN,Asia,2006.0,2012,,,,28,21
748,18373,Beijing: Line 6 Phase 1 and 2,Rail,Metro,China,CHN,Asia,2009.0,2014,,,,53.4,34
749,18374,Shanghai: Line 2 Western Extension 2,Rail,Metro,China,CHN,Asia,,2010,,2500.0,"CNY, 2010",8.53,3
750,18375,Shanghai: Line 7 Northern Extension,Rail,Metro,China,CHN,Asia,2009.0,2011,,,,9.978,5
751,18376,Shanghai: Line 9 Phase 3,Rail,Metro,China,CHN,Asia,2009.0,2012,,,,5.372,
752,18377,Beijing: Line 15 Phase 1,Rail,Metro,China,CHN,Asia,2009.0,2014,,,,41.4,18
753,18378,Kunming: Line 1 Phase 1 and Line 2 Phase 1,Rail,Metro,China,CHN,Asia,2010.0,2014,,,,42.1,31
754,18379,Shanghai: Line 16,Rail,Metro,China,CHN,Asia,2010.0,2014,12/28/2014,,,54.8,13
755,18380,Guiyang: Line 1 Phase 1,Rail,Metro,China,CHN,Asia,2013.0,2018,,,,35.1,25
756,18381,Wuhan: Line 1 Phase 3 Hankou North,Rail,Metro,China,CHN,Asia,2011.0,2013,,,,5.7,3
757,18382,Beijing: Line 8 Northern Extension,Rail,Metro,China,CHN,Asia,2011.0,2013,,,,6.328,3
758,18383,Beijing: Line 14 West,Rail,Metro,China,CHN,Asia,2010.0,2014,,,,12.4,7
759,18384,Hefei: Line 1 Phase 1+2,Rail,Metro,China,CHN,Asia,2012.0,2016,12/23/2016,,,24.6,23
760,18385,Beijing: Line 14 East,Rail,Metro,China,CHN,Asia,2010.0,2015,,,,31.4,23
761,18386,Changsha: Line 2 West Extension Phase 1,Rail,Metro,China,CHN,Asia,2012.0,2015,,,,4.5,4
762,18387,Shanghai: Line 11 (to Disney),Rail,Metro,China,CHN,Asia,,2016,,,,9.15,3
763,18388,Lanzhou: Line 1 Phase 1,Rail,Metro,China,CHN,Asia,2014.0,2019,,,,25.9,20
764,18389,Changsha: Line 3 Phase 1,Rail,Metro,China,CHN,Asia,2012.0,2020,6/28/2020,,,35.6,25
765,18390,Taiyuan: Line 2 Phase 1,Rail,Metro,China,CHN,Asia,2012.0,2016,,,,25.1,22
766,18391,Changsha: Line 4 Phase 1,Rail,Metro,China,CHN,Asia,2013.0,2017,,,,33.5,24
767,18392,Changsha: Line 5 Phase 1,Rail,Metro,China,CHN,Asia,2014.0,2020,6/1/2018,,,22.7,18
768,18393,Taiyuan: Line 1 Phase 1,Rail,Metro,China,CHN,Asia,2018.0,2024,,,,28.6,24
769,18394,Shanghai: Line 10 Phase 2,Rail,Metro,China,CHN,Asia,2015.0,2020,,,,10.09,6
770,18395,Lanzhou: Line 2 Phase 1,Rail,Metro,China,CHN,Asia,2015.0,2020,,,,9.4,8
771,18396,Shanghai: Line 11 Phase 2,Rail,Metro,China,CHN,Asia,2008.0,2013,,12965.0,"CNY, 2013",22.886,13
772,18397,Shanghai: Line 11 Huaqiao,Rail,Metro,China,CHN,Asia,,2013,,,,82.4,
773,18398,Chongqing: Line 6 Branch (EXPO) Phase 1,Rail,Metro,China,CHN,Asia,,2013,,,,12.2,6
774,18399,Kunming: Line 1 Feeder,Rail,Metro,China,CHN,Asia,2013.0,2015,,,,5.2,4
